WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,duration,views
3101,49.6,83.34,35.48,54.3,24.42,17.93,84.59,57.82,16.93,7.77,0.94,2.87,2.42,0.87,0.68,9.16,7.58,13.77,9.51,6.8,7.84,1.35,16.9,2.93,1.93,2.29,1.03,1.61,2.16,1.81,0.29,0.03,0.06,0.06,9.38,0.13,0.03,0.13,0.81,11.48,3.71,1.84,0.84,2.06,1.19,2.71,4.74,1.23,1.35,0.97,2.97,1.71,0.68,0.03,0.35,6.61,3.19,0.81,1.03,1.55,0.16,1.68,13.9,0.77,13.12,1.74,8.29,3.19,1.52,0.42,0.1,0.32,0,0.06,0.26,0,0.06,0.06,0.13,0,18.22,4.71,6.87,0.87,0.1,0.58,0,0.48,0.13,3.77,0.71,0,1234,1738331
1582,75.87,73,27.34,66.45,23.61,21.93,78.13,53.54,12.64,5.5,0.51,3.1,1.77,0,0.13,7.14,8.41,14.6,8.03,5.56,7.08,0.82,13.08,4.93,2.47,0.76,1.96,1.2,3.16,2.65,0.51,0.25,0,0.13,6.07,0,0.06,0,0,10.62,1.01,2.78,1.58,2.15,0.82,3.48,1.9,1.33,0.13,0.38,0.63,0.06,0.38,0,0.19,9.61,3.79,1.39,2.78,1.77,0.25,0.76,11.82,0.82,13.97,2.65,7.77,3.92,2.47,0.32,0.63,0,0,0.19,0.19,0,0,0.06,0.13,0,17.89,4.99,7.9,0.13,0,0.19,0,1.64,0.13,2.4,0.38,0.13,645,2498698
2448,72.2,70.24,44.84,16.43,20.07,21.77,85.78,51.27,13.36,7.6,4,1.63,0.94,0.49,0.53,5.76,7.92,13.19,7.88,4.7,6.5,1.39,13.81,4.66,2.7,1.67,2.25,2.94,5.88,2.49,3.15,1.1,0.94,0.82,11.27,0.37,0.16,0.45,0.37,11.4,2.21,2.08,1.02,2.49,1.06,3.02,3.31,1.06,1.72,0.25,1.35,0.33,0.57,0.2,0.12,8.82,4.04,0.94,2.9,0.65,0.53,6,7.64,0.53,12.5,1.39,5.23,6.25,2.25,1.06,0.41,0.78,0.16,0.16,0.49,0.12,0.33,0.16,0,0,18.83,5.8,9.19,0.25,0.2,0.41,0,0.45,0.08,1.96,0.49,0,1346,11443190
2290,80.07,79.9,28.05,69.4,23.13,20.57,84.24,51.62,11.92,6.16,1.14,3.32,0.61,0.44,0.66,5.76,9.17,14.06,6.81,5.9,6.72,1,13.23,4.85,2.88,1.22,2.75,2.1,3.19,2.71,0.39,0.17,0.09,0.04,9.21,0.17,0.09,0.35,0.7,8.95,2.05,1.4,0.61,1.83,1.18,2.62,4.93,3.93,0.61,0.31,1.75,1.09,0.44,0,0.17,9.04,4.15,1.7,2.84,1.27,0.22,2.49,9.48,0.96,12.75,1.75,6.59,4.54,4.63,0.92,0.31,0.44,0,0.04,0.22,0,0,0.09,0.13,0,15.9,5.37,6.07,0.83,0.09,0.31,0,0.35,0.09,1.66,1.14,0,1078,2005189
2757,43.57,65.65,52.67,68.23,29.02,16.76,90.35,59.78,18.06,7.87,3.55,2.1,1.52,0.15,0.54,10.19,6.89,14.18,10.08,7.36,7.36,1.41,18.68,3.84,1.96,2.9,0.73,2.43,3.81,2.97,0.73,0.04,0.18,0.29,9.07,0.15,0.58,0,0.33,14.62,3.3,2.43,2.07,3.77,0.98,3.7,1.56,0.73,0.29,0.44,1.05,0.29,0.58,0.07,0.11,6.6,3.12,1.49,1.31,0.87,0.33,4.86,11.93,0.73,13.06,1.02,8.05,4.06,3.08,0.76,1.81,1.02,0,0.04,0.25,0,0,0.15,0.07,0,14.15,3.66,6.09,0.47,0.18,0.8,0,0.07,0.36,1.92,0.58,0,1012,1024661
840,51.01,84.14,32.13,57.28,28,17.62,90.36,57.74,16.55,7.98,1.43,3.45,1.31,0.12,1.67,8.57,6.9,14.64,8.93,6.31,9.64,0.71,16.19,4.17,3.1,2.62,2.02,2.5,3.1,2.38,0.71,0.24,0.24,0,10.24,0.12,0,0,0.12,11.31,1.9,1.79,2.14,3.1,0.83,2.86,1.43,1.07,0.12,0.24,2.62,0.24,2.38,0,0,8.1,4.05,0.95,1.31,1.79,0.36,5.95,10,0.71,14.29,1.43,7.38,5.6,0.71,0.6,0.83,0.36,0,3.45,0.24,0,0.24,0.12,0,0,14.88,4.88,6.43,0,0,0.12,0,0.24,0.24,2.74,0.24,0,279,1231198
958,52,89.09,28.77,72.65,9.98,16.6,91.02,57.31,15.55,9.5,0.84,1.88,2.71,1.67,2.4,5.95,7.93,13.05,9.08,6.16,8.35,2.09,18.27,3.76,1.57,0.94,1.98,2.09,3.97,3.24,0.73,0.21,0,0.31,13.05,0.42,0.21,0.21,2.3,11.27,1.98,2.19,2.09,2.82,0.94,2.4,4.49,1.15,2.92,0.21,2.09,0.63,0.73,0,0.63,8.46,2.61,1.36,4.07,0.63,0.63,1.67,15.14,0.31,16.18,3.13,10.44,3.03,2.51,0.52,0.21,0,0.52,0,0.21,0,0,0.1,0.1,0,23.7,10.86,5.43,0.31,0,0.31,0,0.21,1.25,1.98,3.34,0,587,4160772
1475,52.33,79.59,64.24,37.78,15.53,16.2,88.88,58.44,19.66,11.8,4.81,2.44,2.78,1.29,0.47,7.86,8.61,13.42,8,5.9,7.59,1.02,17.63,4.34,2.31,1.22,1.22,1.9,1.9,1.29,0.61,0,0,0.14,11.66,0.54,0.07,0.68,1.02,9.42,2.24,1.9,0.75,1.02,0.95,2.78,4.14,2.37,0.81,0.88,0.54,0.14,0.34,0,0.07,6.98,3.8,0.75,1.22,0.95,0.41,5.49,10.37,1.02,15.39,2.03,8.88,4.61,0.88,2.51,0.81,0.07,0.07,0,0.2,0,0,0.07,0.14,0,19.25,7.05,4.41,0.81,0.07,0.27,0.07,0.41,0.54,3.86,1.76,0,616,1492275
2562,62.45,69.55,37.24,67.8,20.02,20.34,87.16,56.56,14.64,6.36,1.68,2.97,0.94,0.35,0.43,8.24,8.78,13.43,9.68,6.91,6.4,1.09,15.96,4.61,2.85,1.68,1.21,2.46,5.43,3.83,1.6,0.23,0.47,0.04,7.69,0.04,0.12,0.12,0.39,16.78,3.83,3.47,2.89,4.25,1.6,3.59,1.56,0.74,0.43,0.27,0.47,0.23,0.16,0,0.04,10.07,3.24,3.04,2.26,1.64,1.25,1.56,12.76,1.87,13.19,1.29,7.46,4.53,2.97,0.27,0.08,0.2,0,0,0.43,0.12,0.04,0.08,0.2,0,16.04,6.67,6.32,0.39,0.08,0.23,0.04,0.47,0.08,1.29,0.39,0.08,991,2832581
2549,38.42,85.62,33,53.03,36.41,14.52,88.82,59.51,18.36,8.43,1.33,4.86,1.61,0.16,0.47,9.89,6.83,13.1,8,7.96,10.04,0.63,15.69,4.08,1.65,2.16,1.26,2,2.28,1.84,0.39,0.08,0.08,0.04,9.26,0.04,0.12,0.16,0.04,12.4,2.2,3.18,1.69,3.14,0.75,3.14,6.43,3.73,2.16,0.39,0.67,0.59,0,0,0.04,8.75,5.22,1.77,1.18,0.71,0.16,3.81,10.51,1.1,13.53,2.98,6.87,3.84,0.94,2.16,0.2,0.16,0,0,0.2,0,0,0.04,0.16,0,16.12,3.41,6.51,0.43,0.08,0.2,0.24,0.47,0.39,2.67,1.73,0,1077,1386424
1404,56.91,77.92,41.17,77,18.23,16.6,82.41,53.06,15.88,7.48,1.71,3.06,1.71,0.5,0.5,8.4,6.62,13.18,7.91,5.98,7.41,1.14,14.96,3.49,1.64,1.78,2.49,2.28,3.35,3.06,0.28,0.07,0.07,0,8.05,0.43,0,0.43,0.57,10.75,1.85,2.56,1.07,2.35,1.35,2.28,2.21,1.14,0.43,0.57,1.57,0.36,0.43,0,0.71,8.19,3.56,1.5,1.85,1.07,0.57,2.99,10.97,0.78,15.38,1.71,9.76,4.06,1.28,0.64,2.14,0.21,0,0,0.36,0,0,0,0.36,0,20.01,5.91,7.83,0.21,0,0.85,0,0.93,0.28,2.99,1,0,617,3351267
2955,69.25,58.82,24.29,70.94,30.15,16.04,78.21,50.39,12.89,5.99,2.34,0.98,1.46,0.24,0.98,6.9,8.73,11.98,8.22,5.75,6.5,1.25,14.35,4.4,2.06,1.39,2.03,2.4,5.14,3.76,1.35,0.07,0.27,0.34,6.4,0.07,0.1,0,0.34,10.19,1.86,1.69,1.32,2.47,1.49,2.84,4.37,2.03,1.96,0.3,1.05,0.47,0.14,0.03,0.2,6.26,1.69,1.05,1.76,1.66,0.64,2.1,11.4,0.54,11.34,1.25,7.72,2.44,1.46,0.74,0.07,0.24,0.07,0.14,0.91,0.17,0.03,0.54,0.17,0,24.87,6.87,6.43,3.32,0.03,0.2,0.07,1.08,0.81,3.15,2.64,0.27,1098,4597270
3172,46.81,86.65,23.08,70.28,27.11,17.94,86.16,55.33,17.18,10.21,3.15,2.4,2.55,1.36,0.76,6.97,6.49,12.39,8.98,6.12,7.31,1.36,16.14,3.91,2.21,1.39,1.92,2.18,3.63,2.99,0.63,0.03,0.06,0.25,13.87,0.57,0.13,1.67,1.61,11.95,2.18,1.32,1.89,2.68,1.8,3.22,1.95,0.85,0.91,0.13,3.47,0.73,2.02,0.13,0.25,8.76,3.72,1.95,2.71,1.32,0.19,4.89,9.33,1.29,11.29,1.36,5.42,4.7,2.65,0.73,0.13,0.6,0.13,0.28,0.73,0,0.03,0.47,0.22,0,19.89,4.76,8.26,1.92,0,0.79,0,0.47,0.66,2.4,0.63,0,1264,1304737
1321,57.67,51.21,65.5,95.13,22.39,20.97,89.33,52.46,13.63,7.19,3.63,0.91,1.82,0.08,0.76,6.43,6.96,12.94,6.89,8.18,8.33,1.14,14.46,5.37,2.8,2.12,2.35,3.94,6.74,5.68,1.06,0.08,0,0.76,6.43,0,0,0,0.08,15.52,3.18,2.2,1.89,3.63,1.82,4.09,1.89,1.21,0.38,0.15,0.3,0.15,0,0,0.08,10.3,1.67,4.84,2.95,3.56,0.98,6.21,8.02,0.91,14.46,1.51,6.59,6.59,7.34,0.83,0.38,2.88,0.08,0.45,0.3,0,0,0.08,0.23,0,17.56,6.06,7.49,0.08,0.08,0.53,0.08,0.38,0.45,2.12,0.3,0,400,3811316
2560,31.61,79.51,50.62,53.69,15.15,13.2,91.05,58.79,18.98,10.2,2.15,3.55,1.99,1.17,1.33,8.75,6.21,12.62,8.87,8.55,8.4,1.68,18.95,5.2,2.93,2.15,1.56,2.81,5,3.24,1.76,0.2,0.74,0.04,10.82,0.2,0.08,0.31,1.05,15.55,2.93,3.12,2.38,3.4,1.99,3.67,3.16,1.37,0.51,0.86,1.45,0.47,0.12,0.51,0.35,8.91,3.75,1.76,1.29,1.64,0.9,5.35,11.88,1.09,15.9,3.05,7.19,6.33,2.5,0.47,0.51,0.78,0,0,1.02,0.62,0.04,0,0.35,0,21.02,6.56,7.81,0.12,0,1.17,0.12,0.08,1.64,3.28,0.23,0,1001,2006050
1714,28.27,88.07,26.06,76.46,18.04,20.07,88.39,55.08,18.44,10.79,3.03,4.67,1.63,0.64,0.82,7.64,5.37,10.91,9.51,6.71,9.63,0.99,16.16,5.48,3.5,2.28,1.34,3.21,7,4.03,1.28,0.35,0.23,0.29,13.01,0.29,0.12,1.05,0.35,13.07,2.8,2.1,1.58,3.33,1.46,3.5,2.57,1.05,0.64,0.41,2.63,1.46,0.58,0,0.7,10.62,6.3,1.75,1.75,1.05,0.35,3.56,11.38,0.82,10.04,1.58,5.31,3.44,2.39,1.28,0.47,0.29,0.06,0,0.76,0,0.29,0.47,0.18,0,19.02,6.07,7.64,0.18,0.12,0.53,0,0.35,0.23,2.86,1.05,0,664,1407692
2598,37.61,59.58,31.17,75.12,18.3,14.55,88.68,58.28,18.4,8.74,3.77,1.12,1.5,1.27,1.08,9.66,7.62,12.12,9.78,7.2,8.47,1.27,17.86,4.81,2.39,2.23,1.08,3.04,4.77,3.7,1.04,0.12,0.35,0.12,7.58,0,0.27,0.04,1.39,12.97,2.66,1.81,1.31,3.46,2.12,2.66,3.96,2.54,1.04,0.27,1.46,0.31,0.58,0,0.65,5.27,1.73,1.19,1.08,1.35,0.19,3.58,12.93,1.23,11.55,1.5,6.31,4,1.73,1.04,0.04,0.35,0.04,0.15,1.85,0.08,0,0.35,0.23,1.23,21.79,5.7,6,0.15,0.08,0.73,0.15,0.38,2,3.81,1.77,1,1137,1711049
3098,53.05,81.17,62.94,40.91,21.66,14.17,88.83,58.68,15.88,7.42,1.03,3.55,1.58,0.48,0.77,8.46,8.36,14.33,9.33,7.97,8.17,1.23,18.08,3.65,2.36,1.84,2.29,2,3.1,1.97,1.13,0.19,0.16,0.19,9.59,0.06,0.13,0.03,0.65,11.81,1.65,2,1.84,2.52,1.26,3.62,3.32,2.29,0.68,0.29,0.36,0.13,0.19,0,0,8.36,3.84,1.23,1.74,1.19,0.9,2.26,14.23,2.13,19.01,5.13,9.46,4.84,1.58,0.16,0.1,0.26,0,0.16,0.36,0,0.06,0.03,0.26,0,18.3,4.97,7.55,0.42,0,0.29,0,0.61,0.32,3.81,0.32,0,929,2042978
2065,34.09,76.18,30.37,56.89,16.39,16.56,88.67,58.35,17.09,8.04,1.21,4.02,0.77,0.82,1.21,9.06,7.94,11.04,10.12,6.92,9.93,1.6,19.32,3.83,2.32,2.52,1.79,3.1,4.84,3.15,1.5,0,0.15,0.24,9.49,0.05,0.29,0.15,1.02,14.58,2.95,2.71,1.84,3.63,1.55,4.36,1.69,1.02,0.44,0.24,0.19,0.1,0.1,0,0,11.28,5.18,1.6,2.03,2.28,1.31,3.1,15.06,0.73,12.06,3.63,5.67,2.86,1.79,3,0.1,0.19,0,0,0.34,0,0.1,0.15,0.1,0,20.68,6.2,6,0.1,0,1.02,0.19,1.6,0.39,3.73,0.87,0.58,728,1905680
1998,79.31,73.09,41.88,55.99,24.67,25.23,80.18,52.1,11.06,5.21,0.95,2.05,1.65,0.15,0.4,5.86,8.51,14.41,7.31,6.86,6.56,0.65,12.01,5.86,3.95,1.05,1.55,3.15,2.6,2.1,0.5,0.2,0.2,0,7.26,0.1,0.05,0.1,0.25,11.26,3.15,2.05,0.3,1.85,1.05,3.2,2.3,1.9,0.35,0,0.8,0.45,0.3,0,0,7.06,2.8,1.95,2.75,0.25,0.1,3.35,9.16,0.1,12.91,0.85,8.76,3.1,2.6,0.75,0.15,0.05,0.15,0,0.15,0,0,0,0.15,0,15.52,4.95,7.26,0.05,0.05,0,0,0.5,1.2,1.4,0.1,0,769,1710873
982,55.41,84.09,13.78,32.77,26.54,23.63,83.6,53.97,14.66,6.62,1.12,1.32,2.65,0,1.53,8.04,7.13,12.32,8.76,5.19,8.25,1.63,15.38,3.16,1.63,1.73,1.12,1.73,4.18,2.24,1.83,0.51,0.31,0,13.65,0.1,0.81,0,0.31,14.46,1.63,3.36,2.14,3.77,1.12,4.89,2.34,0.51,1.73,0.1,1.02,0.1,0.71,0,0,10.49,4.07,0.61,4.07,0.41,1.63,2.34,11.91,1.02,8.96,1.12,5.19,2.65,3.97,0.31,0,0.2,0.2,0,0.1,0,0,0.1,0,0,15.07,5.3,6.62,0.41,0.1,0.1,0,0,0,2.34,0.2,0,376,1266485
1367,65.72,76.77,21.37,19.24,18.99,18.22,83.03,54.43,13.97,6.36,0.44,1.83,1.9,0.15,2.05,7.61,9.73,12.22,9.73,5.34,6.51,1.68,18.22,2.63,1.98,2.19,2.41,1.54,3.95,1.76,2.19,0.22,0.15,0.51,9.29,0,0,0.15,0,11.56,1.9,2.93,2.19,2.49,0.59,3.58,1.83,1.24,0.37,0.22,0.51,0,0.22,0.07,0.15,9.44,2.63,1.68,1.98,2.05,1.46,3.66,13.24,1.46,12.66,2.12,6.8,3.8,1.68,0.73,0.15,0.66,0,0.07,0.22,0,0,0,0.22,0,18.36,6.07,7.17,0.22,0.07,0.29,0,0.22,0.15,3.58,0.59,0,539,983682
2311,85.21,79.69,24.81,59.36,19.92,23.15,76.72,48.64,12.85,6.88,0.95,4.2,0.43,0.22,1.08,5.97,8.09,14.54,5.24,3.5,6.45,0.91,10.51,4.2,2.16,0.95,3.46,2.08,2.42,2.08,0.3,0.22,0.04,0,8.05,0.09,0.09,0.17,0.13,9.48,1.82,2.6,1.47,1.21,0.78,2.51,3.2,1.08,0.3,1.25,2.9,0.91,0.82,0,0.82,9.04,4.72,2.03,1.95,0.69,0.09,3.89,5.19,0.56,13.33,1.43,7.7,4.2,2.03,0.39,0.13,0.04,0.22,0.04,0,0,0,0,0,0,16.4,5.54,7.62,0.22,0.17,0.43,0,0.82,0.26,0.91,0.43,0,1056,1607427
1934,66.08,82.14,27.29,44.72,22.23,18.77,81.95,54.34,14.74,6,0.57,2.07,2.43,0.21,0.72,8.74,8.07,13.6,8.22,5.48,7.91,0.47,13.24,3.98,2.59,1.5,2.48,2.02,2.69,1.86,0.83,0,0.21,0.16,7.86,0,0.47,0.16,0.05,9.31,1.96,2.38,1.24,1.71,0.83,2.12,3.57,2.38,0.57,0.31,0.88,0.21,0.26,0.05,0.41,7.19,2.84,1.34,2.43,0.31,0.67,1.19,11.58,1.19,14.17,2.12,9.31,2.79,1.6,0.57,0.41,0.67,0.05,0.05,0.26,0,0.1,0,0.16,0,15.56,5.43,5.69,0.1,0,0.16,0,0.72,0.31,2.02,1.14,0,789,1349253
1141,55.98,83.69,45.01,92.68,16.54,19.54,86.06,54.34,16.74,10.87,2.63,3.68,3.16,0,1.4,5.78,6.57,13.94,7.54,6.22,7.36,1.49,15.43,6.31,2.89,1.31,0.44,1.67,5.35,4.73,0.53,0.09,0.35,0,11.31,0.18,0.09,0,0,14.81,4.21,1.84,2.02,4.21,0.79,4.03,4.91,1.58,1.58,1.23,1.58,0.09,1.05,0,0.09,8.5,4.29,1.75,1.14,1.31,0.26,1.49,11.39,2.19,11.39,1.67,6.49,3.33,2.28,0.79,0.18,0.61,0,0,0.61,0.18,0.09,0.26,0.09,0,20.07,7.27,6.22,0,0.09,0.7,0.09,0.18,0,4.12,1.4,0,503,1613847
1791,86.38,87.61,23.37,46.33,19.68,26.63,80.96,51.26,10.83,6.59,0.5,3.52,1.01,0.06,1.51,4.24,10.11,13.9,7.59,3.63,6.14,1.4,13.46,3.57,0.84,0.95,0.61,1.62,3.41,2.18,1.06,0.22,0.5,0.17,11.89,0.39,0.11,0.06,0.06,9.16,1.9,1.73,0.73,1.06,1.4,2.96,2.68,1.01,1.4,0.06,0.95,0.22,0.56,0,0.11,10.5,5.42,1.28,3.07,0.5,0.73,3.69,8.88,0.45,12.06,1.95,7.76,2.46,2.46,1.56,0.73,0.61,0.17,0.22,0.17,0,0,0.06,0.11,0,18.03,6.48,6.42,0.39,0.11,0.28,0.39,0.28,1.45,0.73,1.12,0.39,776,958480
1385,48.59,87.3,31.59,58.55,18.72,16.53,86.57,52.64,17.26,10.54,3.47,3.25,2.02,1.37,0.43,6.64,6.93,11.55,8.23,4.62,8.52,1.3,16.32,4.91,2.53,0.72,2.82,1.95,4.84,3.25,1.52,0.07,0.51,0.22,14.37,0.51,0.22,1.66,0.72,11.84,2.53,2.02,1.88,2.38,1.73,3.39,2.89,0.87,1.23,0.51,2.96,0.36,1.44,0.29,1.08,10.04,5.42,0.94,1.44,1.81,1.01,2.31,11.99,0.94,11.99,1.23,6.57,4.48,1.88,0.36,0.29,0.36,0.07,0.51,0.51,0.07,0,0.29,0.14,0,20.22,6.06,4.77,0.36,0,0.43,0,0.36,2.74,3.61,1.88,0,579,780116
1011,81.48,63.93,33.22,73.76,23.51,16.82,78.34,55.89,12.07,5.74,2.27,2.57,0.89,0,0,6.33,11.77,14.34,7.62,6.03,8.31,0.49,10.29,3.46,1.58,1.09,1.38,0.79,2.77,2.67,0.1,0,0,0,5.14,0,0,0,0,9.89,1.98,3.17,1.48,1.98,0.79,2.27,4.15,3.76,0.3,0.1,0.1,0.1,0,0,0,5.64,2.67,1.19,1.29,0.2,0.59,1.58,9.79,0.99,13.35,3.66,6.23,4.55,0.69,0.89,0.2,0.2,0,0,0.49,0,0,0.3,0.2,0,15.92,5.74,5.34,0.2,0.1,0.2,0,1.88,0.2,1.68,0.59,0,444,1879260
1495,52.52,82.72,24.83,50.76,17.59,18.26,86.69,55.59,17.19,8.56,1.67,1.61,2.74,1.87,0.67,8.56,7.29,12.78,7.56,6.22,7.83,1.34,14.65,4.15,2.34,2.61,1.94,2.14,4.01,2.61,1.27,0.27,0.4,0.13,11.97,0.07,0.27,0.47,1.81,14.72,2.88,2.81,0.94,3.34,2.88,3.88,4.62,3.68,0.6,0.33,0.87,0.47,0,0.13,0.2,7.56,2.34,1.2,2.88,1.47,0.27,2.81,11.04,1,11.3,1,6.56,3.81,1.74,0.33,0.13,0.13,0.27,0.13,0.4,0,0,0.27,0.13,0,22.27,5.95,8.36,0.27,0.07,1,0,0.47,2.54,3.48,0.13,0,558,1396735
1066,52.5,50,75.02,87.13,16.15,19.98,87.24,52.44,15.95,10.69,7.13,0.84,1.97,0.19,0.56,5.25,5.82,11.82,7.97,6.1,6.38,1.31,16.42,4.22,1.03,1.22,1.69,1.78,5.16,4.22,0.66,0.09,0.09,0.38,8.35,0.19,0.09,0,0.56,10.88,2.72,2.35,1.5,1.69,0.84,2.72,3.75,1.88,1.5,0.19,1.69,0.28,0.75,0,0.56,8.54,2.72,3,2.16,1.97,0.09,4.78,10.79,1.69,14.17,2.63,6,5.82,3.85,2.25,0.66,0.09,0.09,0,0.56,0,0.19,0.09,0.28,0,19.42,8.63,5.53,1.69,0.09,0.38,0.19,0.28,0.19,0.94,1.5,0,569,1201029
1025,51.6,42.64,53.74,76.3,23.3,19.9,83.02,54.34,16.98,11.51,7.32,0.59,1.76,0.29,1.56,5.46,6.73,12.29,6.83,6.83,8,0.78,14.05,4.39,2.15,1.46,1.66,2.24,3.51,3.12,0.39,0,0,0,6.24,0,0.49,0.2,0.29,10.83,2.24,1.95,1.66,1.95,1.46,2.34,2.93,1.27,0.59,1.07,2.44,1.66,0.29,0,0.1,4.59,1.46,1.46,0.98,0.59,0.1,6.05,6.83,1.07,11.61,1.37,5.37,5.07,1.66,0.78,1.56,0.88,0,0,0.2,0,0,0.2,0,0,16.59,5.76,5.56,0.49,0,0.29,0.29,0.29,0.59,1.56,1.56,0.2,380,1582286
1544,50.64,77.77,25.07,46.02,26.62,13.02,90.93,61.14,15.8,7.58,1.49,1.1,2.66,0,2.33,8.23,7.38,16,9.59,8.1,9.52,1.1,16.58,2.4,2.4,1.36,1.94,2.4,3.04,2.07,0.97,0.19,0.13,0.19,10.56,0.13,0.13,0,0,13.34,2.33,2.07,2.46,3.5,1.17,4.08,1.17,0.78,0.32,0.06,0.32,0.06,0.13,0,0.13,6.09,1.81,1.36,2.14,1.04,0.26,2.2,12.44,2.2,11.53,1.36,7.38,2.91,2.53,0.52,0.78,1.42,0.19,3.17,0.32,0,0,0,0.26,0.06,15.41,4.34,6.61,0.06,0,0.52,0.06,0.26,0.13,3.04,0.39,0,529,1453242
1343,70.34,74.15,46.51,32.15,25.83,22.71,83.54,51.97,12.58,4.77,0.45,2.31,0.37,0.37,1.27,7.82,6.48,14.45,7.37,4.84,7.97,1.64,12.58,5.58,3.35,2.23,1.49,2.53,5.29,2.83,2.46,0.97,1.41,0.07,9.38,0.07,0,0.22,0.3,10.35,2.23,1.71,0.82,1.64,1.34,3.5,1.86,1.12,0.67,0.07,0.74,0.22,0.52,0,0,11.47,3.65,1.34,5.21,1.19,1.34,3.28,9.61,0.97,15.49,1.41,9.16,5.06,3.2,0.45,0.07,0.74,0,0.22,0.45,0,0.15,0.15,0.15,0,18.62,4.54,9.61,0.07,0,0.3,0,0.6,1.19,2.01,0.15,0.15,568,1254964
2193,40.8,70.49,26.27,52.27,27.07,15.55,88.78,56.27,15.82,7.02,0.91,0.41,2.37,1.14,2.19,8.8,6.52,12.36,8.94,8.03,8.94,1.37,16.1,3.19,2.01,2.1,2.14,3.47,4.29,2.83,1.41,0.41,0.05,0.14,8.62,0,0.09,0,1.23,15.23,3.88,2.87,1.69,3.15,1.5,3.74,2.87,2.28,0.46,0.14,1,0.36,0.59,0,0.05,6.89,1.19,2.23,1.87,2.1,0.91,2.51,11.67,1.55,11.49,1.32,5.7,4.74,3.42,1.69,0.46,0.5,0.05,0,0.36,0,0.05,0.27,0.05,0,19.65,4.47,8.98,0.18,0,0.36,0,0.55,1.73,2.46,0.91,0,745,1468497
1285,31.48,62.52,44.41,94.14,20.08,15.72,86.77,54.16,20.39,14.16,8.64,1.01,2.8,1.32,0.39,6.23,5.21,11.05,12.22,3.97,5.6,1.79,22.49,3.11,2.18,2.02,1.87,2.33,6.69,5.53,1.09,0.16,0.08,0.16,12.45,0.16,0.54,0.47,1.4,9.49,1.79,1.17,1.95,2.1,1.25,2.65,6.46,0.16,5.84,0.23,1.87,0.47,0.54,0.08,0.7,5.6,2.02,0.78,1.71,1.32,0.31,7.08,12.53,1.79,10.35,2.18,4.75,3.74,1.87,0.39,0.31,1.4,0,0.16,0.7,0,0.16,0,0.23,0.23,36.89,8.33,7.86,0.78,0.08,1.09,0.31,0,6.3,4.12,7.55,0.47,588,20475972
2491,87.48,79.03,21.46,48.09,29.65,24.13,81.53,54.72,12.08,4.98,0.68,2.49,1.04,0.04,0.72,7.11,10.64,15.98,6.22,4.58,8.03,0.56,11.16,4.66,3.13,1.69,1.36,2.65,2.01,1.61,0.4,0.04,0.08,0.16,8.35,0.04,0.04,0,0.12,11.32,2.45,1.97,2.29,1.69,1.32,2.57,1.69,0.96,0.16,0.16,0.88,0.08,0.72,0,0.04,7.51,4.13,1.61,1.61,0.32,0.2,2.45,6.9,0.24,12.89,1,9.39,2.57,2.97,0.84,0.24,0.28,0,0,0.12,0,0,0.12,0,0,13.69,3.97,7.11,0.48,0.16,0.36,0,0.16,0.48,0.72,0.16,0.08,986,2079266
1703,46.1,84.52,23.85,62.51,19.35,15.97,86.26,56.31,16.44,7.99,2.06,3.35,2.06,0.23,0.29,8.46,8.81,10.86,11.16,5.7,7.46,1.23,18.91,3.17,2.52,2.11,2.64,2.82,2.99,2.47,0.53,0.12,0.06,0.06,12.1,0,0.18,0.06,0.35,12.74,4.46,1.88,1.23,3.41,0.76,4.05,2.23,0.65,0.76,0.82,1.17,0.65,0.23,0,0.29,6.81,3.82,1.17,1.23,0.53,0.06,4.76,13.04,0.76,7.63,1.06,3.17,3.7,4.46,1.17,0,0.06,0.06,0.06,0.88,0,0.06,0.59,0.18,0.06,21.26,5.64,6.81,0.47,0.06,1.29,0.23,0.35,0.47,3.52,0.94,1.47,656,764500
954,81.93,71.43,37.43,51.25,19.88,19.71,79.35,51.78,11.84,7.23,4.09,0.63,1.78,0.1,0.63,4.61,7.44,16.35,7.13,4.61,7.97,0.42,15.3,2.94,1.78,2.2,0.94,1.36,3.56,2.41,1.05,0.1,0.21,0,9.12,0.31,0.1,0.31,0.1,9.12,3.25,2.73,1.26,1.15,0.21,1.36,3.14,1.15,1.05,0.94,1.99,0.31,0.52,0,1.05,7.02,2.83,1.68,1.57,1.57,0.21,5.35,7.34,0.31,11.74,2.1,7.23,2.52,2.62,0.31,0.21,0.52,0.21,0.31,0.21,0,0.1,0,0.1,0,20.13,6.5,8.18,0.52,0.31,0,0,0.21,2.52,1.68,0.21,0,437,1716203
