WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,duration,views
1221,37.34,93.6,45.43,29.89,14.89,12.69,89.43,58.72,20.39,12.37,4.59,1.06,4.83,0.08,1.8,8.03,5.98,12.53,9.42,4.34,8.52,1.31,15.4,1.56,0.98,2.78,2.13,3.03,2.13,1.15,0.9,0.16,0.74,0,17.69,0.08,0.16,0.16,0,12.04,3.19,2.05,1.97,1.64,1.88,2.46,4.01,0.98,2.95,0,0.82,0.08,0.74,0,0,5.65,1.97,0.74,2.38,0.74,0,3.44,12.69,0.9,12.12,1.97,6.14,4.42,1.8,0.08,0.41,0.57,0.08,0,0.49,0,0.16,0.16,0,0.16,18.43,7.7,7.21,0.08,0,0.74,0.08,0.41,0.49,1.23,0.16,0.33,596,1619108
1424,73.52,74.78,75.14,54.86,28.48,16.01,86.87,55.55,12.71,6.25,0.63,3.37,1.76,0.07,0.42,6.46,9.27,14.82,7.44,6.67,8.78,0.63,14.33,4,1.83,1.62,2.11,2.46,2.53,2.04,0.49,0.14,0,0,6.32,0,0,0,0.07,10.6,2.46,2.18,1.05,2.6,0.49,3.51,7.02,5.62,0.91,0.21,1.12,0.42,0.42,0,0.21,7.09,3.79,1.33,0.84,0.98,0.28,0.77,12.22,2.39,19.59,4.28,9.62,6.74,1.4,1.4,0.49,0,0,0,0,0,0,0,0,0,18.75,4.71,7.79,0.28,0,0.7,0,0.91,0,1.97,2.11,0.28,662,4039820
1930,53.45,81.36,25.21,46.8,16.22,17.93,88.34,54.77,17.67,7.77,1.81,3.11,1.45,0.36,1.04,9.9,7.05,13.83,8.96,7.36,5.28,1.35,19.27,4.35,1.97,2.23,1.45,2.02,4.87,3.01,1.87,0.16,0.47,0.05,11.3,1.35,0.26,0.57,0.26,14.3,3.06,3.32,2.54,2.54,0.98,3.37,3.42,2.02,0.67,0.67,1.4,0.26,1.09,0.1,0,8.96,3.73,1.61,1.87,1.55,0.98,3.68,14.09,0.62,11.66,2.49,6.63,2.69,3.63,0.21,0.1,1.35,0.1,0.26,0.83,0.41,0,0.16,0.26,0,20.98,6.99,6.06,0.47,0.05,0.62,0.1,0.57,0.93,4.46,0.73,0,665,1024653
2177,90.3,71.55,31.99,47.89,19.97,28.11,80.57,46.85,8.41,3.77,0.46,0.92,1.15,0.18,1.06,4.64,9.14,14.61,7.17,4.09,5.83,1.01,11.16,5.1,2.62,1.75,2.48,2.76,4.87,3.03,1.84,0.28,0.6,0.23,8.04,0.28,0.14,0.23,0.55,12.59,3.54,2.99,1.01,2.11,1.29,2.94,1.47,0.69,0.28,0.14,0.51,0.05,0.23,0.05,0.14,8.45,2.34,2.48,3.12,1.15,0.55,4,6.02,0.41,12.45,1.79,7.12,3.58,4.27,1.01,0.18,0.55,0.18,0.18,0.14,0,0.05,0,0.05,0.05,17.59,5.47,7.53,0.37,0,0.64,0,0.64,1.01,1.52,0.37,0.05,732,856136
1868,70.44,63.82,68.72,43.31,22.24,14.83,90.26,58.46,15.74,7.17,2.68,1.71,2.19,0.05,0.54,8.57,9.69,15.42,8.83,5.89,6.8,1.28,16.38,3.75,2.36,1.23,0.86,2.03,2.03,1.5,0.54,0.11,0.16,0.05,6.96,0.05,0,0.05,0.05,10.87,2.19,1.66,1.23,2.3,1.39,3.32,4.71,3.16,0.48,0.7,3.85,2.94,0.7,0.05,0.16,5.25,2.3,1.45,1.02,0.59,0.05,3.53,11.67,0.91,17.02,1.66,11.72,3.8,1.39,0.64,0.32,0.05,0.05,0,0.43,0.05,0,0.05,0.16,0.16,19.91,4.71,10.49,0.05,0,0.64,0,0.43,0.59,2.46,0.54,0,956,464213
2757,62.95,89.51,36.52,68.23,18.63,18.14,84.8,54.7,14.83,7.4,0.69,2.83,2.97,0.25,0.65,7.44,8.23,13.46,9.83,5.62,6.78,0.94,15.71,3.37,1.96,1.49,2.32,2.36,3.26,2.72,0.47,0,0.11,0.11,10.95,0.07,0.29,0.22,0.15,9.9,1.96,1.56,1.63,2.54,1.34,2.5,1.81,0.91,0.8,0.07,1.45,0.18,0.91,0,0.36,7.83,3.92,1.09,1.45,1.27,0.29,2.94,13.31,1.16,15.67,2.58,9.61,3.7,2.21,1.09,1.16,0.58,0.04,0.04,0.36,0.07,0,0.07,0.18,0,17.74,6.38,6.96,0,0,0.11,0,0.62,0,2.94,0.73,0,1001,1052980
1620,56.2,79.42,42.17,59.68,17.05,19.69,88.33,53.64,15.62,7.53,2.1,2.65,1.73,0,1.05,8.09,6.79,12.78,9.57,5.37,6.05,1.73,16.36,3.95,2.22,2.65,2.78,2.72,4.01,2.9,1.11,0.12,0.19,0.37,10.49,0.06,0.19,0,0.06,8.77,1.54,2.04,1.11,1.79,0.93,2.84,5.19,0.74,4.2,0.12,2.53,1.11,1.11,0,0.25,10.12,3.89,1.85,3.52,1.3,0.56,2.04,13.52,0.43,14.44,1.73,8.77,4.2,4.01,0.31,0.74,0.74,0,0,0.93,0,0.43,0.25,0.37,0,19.81,6.6,7.16,0.19,0,0.62,0,0.37,0.37,2.9,1.6,0,591,1225395
2309,69.82,68.3,65.21,36.43,22.86,15.85,84.32,58.08,15.55,7.06,1.91,1.08,1.56,0.95,1.56,8.45,9.57,14.72,7.49,4.81,9.4,0.74,14.6,4.03,2.38,1.52,2.69,1.95,1.52,1.04,0.43,0.09,0.04,0.04,7.84,0,0.26,0.09,1.08,9.35,2.25,0.95,1.34,2.99,1.17,3.07,3.16,2.08,0.65,0.26,1.21,0.13,0.65,0,0.48,4.55,1.86,0.48,1.52,0.78,0.13,4.63,8.06,1.47,18.41,2.21,11.3,5.24,1,0.48,0.22,0.3,0,0,0.09,0,0.04,0,0.04,0,16.24,4.59,7.8,0,0,0.35,0,0.3,0.35,1.99,0.87,0,719,1337967
896,80.91,82.29,30.67,35.52,17.23,20.09,82.92,52.23,11.72,7.37,2.57,1.79,2.46,0,0.56,4.35,9.04,13.84,8.71,3.91,6.25,1,13.73,4.02,1.67,1.45,1.56,1.45,4.58,2.57,2.01,0.33,0.78,0.56,11.05,0.67,0.33,0.11,0.22,9.6,1.12,2.9,1.45,1.34,1.45,2.34,2.57,0.33,1.67,0.56,1.67,0.67,0.22,0.22,0.22,10.16,4.35,1.12,3.68,1,0.33,3.46,10.16,0.22,13.39,1.79,8.26,3.46,2.34,0.56,0.78,1.45,0.22,0.33,0.11,0.11,0,0,0,0,15.07,7.03,5.47,0.11,0,0.67,0,1,0,0.33,0.45,0,561,587181
2449,58.65,68.93,60.93,78.21,28.15,18.95,89.63,56.31,14.21,6.98,2.12,2.41,0.9,0.37,1.18,7.23,8.08,13.64,9.31,6.21,8.13,1.76,17.76,4.86,2.33,2.78,1.31,2.78,4.16,3.51,0.65,0.08,0.16,0.12,8.94,0,0.16,0.04,0.45,11.68,2.04,1.67,0.9,3.18,1.71,3.35,2.25,0.98,0.98,0.24,0.9,0.33,0.69,0,0.04,9.43,2.74,2.61,2.9,2.16,0.29,2.98,12.78,2.08,16.41,2.82,7.96,6.04,4.08,0.24,0.12,1.35,0.08,0.08,0.41,0.08,0,0.2,0.08,0,17.56,4.61,6.94,0.2,0.16,0.2,0.08,0.78,0.9,2.94,0.73,0,847,956324
2859,66.18,73.2,26.18,56.84,19.45,19.83,87.69,54.32,15.42,5.77,1.12,1.05,1.64,0.56,1.4,9.62,9.02,12.59,8.95,4.72,5.98,1.64,16.89,3.67,1.99,2.17,1.4,2.41,4.09,2.87,1.22,0.03,0.63,0.1,9.51,0,0,0.31,0.24,13.33,2.34,3.36,1.57,2.13,1.71,3.25,3.04,1.15,1.33,0.45,0.56,0.1,0.14,0.03,0.21,7.73,1.82,1.71,2.62,1.4,0.56,4.06,11.96,0.84,12.59,2.1,6.16,4.48,4.41,0.35,0.03,0.59,0.07,0.03,0.17,0,0.03,0.03,0.07,0,19.69,5.42,6.93,0.17,0,0.87,0,0.84,1.05,2.52,1.89,0,1112,1245095
2362,64.72,75.37,76.41,65.08,26.54,17.82,85.18,52.54,14.65,8.3,2.58,1.95,2.75,0.17,0.85,6.35,8.47,12.28,7.07,6.22,7.41,1.06,14.1,3.26,1.65,1.69,1.27,3.05,2.92,2.46,0.38,0,0.04,0.04,8.51,0.34,0.13,0.17,0.25,11.81,2.67,2.03,1.57,2.75,1.48,2.67,2.75,1.27,0.68,0.3,0.76,0.38,0.21,0,0.17,6.18,2.5,1.14,1.19,1.61,0.25,3.51,9.23,0.68,19.14,3.73,12.36,3.13,1.4,0.3,0.17,0,0.08,0.04,0.47,0.04,0.08,0.25,0.08,0,18.16,4.74,8.13,0.08,0.04,0.38,0,1.02,0.42,2.24,1.1,0,996,661530
2227,66.24,83.62,22.11,57.18,26.83,22,84.24,52.81,14.86,7.59,1.75,2.56,1.39,0.9,0.99,7.23,7.09,13.61,7.14,5.07,7.81,0.9,12.84,4.31,2.38,1.93,1.84,2.16,3.82,2.69,1.03,0.09,0.18,0.31,10.42,0.36,0.13,0.04,0.99,10.06,2.78,1.98,0.9,2.07,1.17,1.93,1.48,0.58,0.67,0.18,0.54,0.18,0.22,0.04,0.09,8.94,3.91,1.75,2.92,0.85,0.27,4.04,7.95,0.94,11.72,1.8,5.66,4.13,5.93,1.03,0.45,0.36,0.36,0.04,0.72,0,0.4,0.22,0.18,0,17.56,4.67,8.8,0.13,0,0.09,0,1.35,0.45,1.17,0.72,0.18,985,983172
852,77.85,83.5,43.84,94.28,15.78,25,87.68,45.89,11.15,6.69,0.47,0.59,1.06,0.12,4.46,4.46,6.69,12.68,7.16,3.64,6.69,0.94,14.08,5.63,4.34,2,0.94,3.52,6.1,5.28,0.82,0.23,0.12,0.35,12.56,0,0,0.12,0.12,12.79,2.35,4.58,0.35,1.41,1.76,3.05,1.53,0,0.94,0.23,0.47,0.12,0,0,0.23,10.56,2.82,1.76,5.16,0.94,0.59,3.05,11.74,0.94,14.67,2.93,7.16,5.05,6.92,2.11,0.35,3.64,0,0,0.47,0,0.35,0.23,0,0,17.72,6.81,6.22,0,0,0.47,0,1.17,1.17,0.82,0.94,0.12,390,943919
2877,40.06,75.12,43.28,81.51,13.26,15.54,89.09,56.03,17.73,9.21,3.93,1.32,2.75,0.66,0.56,8.52,7.02,12.58,10.57,6.08,8.45,1.25,19.08,4.45,2.78,2.16,1.32,1.88,4.83,3.96,0.87,0.59,0,0.07,10.29,0.42,0.14,0.1,0.87,12.83,3.41,2.68,1.01,3.13,1.25,2.4,4.55,1.91,2.02,0.45,0.52,0.17,0.07,0.03,0.07,6.92,2.16,1.81,2.36,1.39,0.17,4.03,13.03,1.04,11.92,1.6,6.6,3.89,4.07,1.67,0.1,0.8,0.03,0,0.7,0,0.1,0.24,0.38,0.03,27.7,6.85,11.02,0.14,0,1.18,0.07,0.45,1.63,4.31,2.02,0.03,1001,1045703
2407,20.66,85.91,55.92,55.53,12.94,15.62,90.69,60.57,21.98,13.05,3.91,2.16,4.94,0.91,1.12,8.93,7.52,10.39,12.05,6.31,8.23,1.74,21.77,4.78,2.49,3.12,1.99,1.58,4.32,2.95,1.37,0.12,0.08,0.25,12.55,0.08,0.17,0.08,1.04,14.17,3.86,3.03,1.91,3.16,1.41,3.24,2.45,1,1.08,0.25,0.58,0.21,0.12,0,0.25,8.52,2.53,1.66,2.49,1.5,1,4.4,15.25,1.79,13.71,2.78,6.65,4.32,2.95,0.42,0.12,0.75,0.04,0,0.87,0,0.04,0.54,0.29,0.04,24.47,6.31,8.56,0.12,0,1.87,0.17,0.04,1.25,4.94,1.16,0.04,757,1495331
728,61.03,87.01,57.38,43.27,20.8,14.01,87.23,57.14,17.31,8.24,1.79,3.16,3.16,0,0.14,9.07,9.07,14.01,7.28,6.87,8.38,0.27,17.72,2.75,1.79,1.24,0.55,2.88,0.96,0.96,0,0,0,0,9.07,0,0,0,0,12.23,2.06,3.16,1.1,2.47,2.75,2.06,5.22,4.4,0.41,0.41,2.75,0.14,1.24,0,1.37,6.87,3.71,0.82,1.24,1.1,0,2.75,14.15,1.24,17.31,3.85,9.89,3.71,1.51,1.37,0,0.27,0,0,0,0,0,0,0,0,19.92,5.77,8.24,0.27,0,0,0,0.96,0,4.4,0.27,0,265,695153
1509,50.21,65.47,56.19,49.18,32.11,17.89,86.35,57.92,15.04,5.63,1.33,2.39,1.39,0.07,0.46,9.41,7.36,14.25,9.08,7.69,9.87,0.8,14.38,5.1,2.78,1.92,1.72,2.52,2.19,1.72,0.46,0,0,0.13,5.43,0.07,0,0,0.13,10.47,0.6,2.92,1.26,2.72,1.13,3.11,2.72,1.59,0.07,0.93,1.06,0.6,0.27,0,0,6.89,2.58,1.66,1.59,0.73,0.46,2.05,11.99,1.06,18.22,2.05,11.2,5.17,1.92,0.2,0.6,0.07,0,0,0.4,0,0,0.2,0.2,0,16.57,3.51,8.48,0,0,0.2,0,1.39,0.13,2.52,0.27,0.07,539,1171568
768,62.38,67.1,35.37,86.6,14.77,12.76,82.42,49.61,12.89,7.29,3.12,1.04,2.86,0,0.26,5.47,7.68,10.94,8.85,5.99,5.73,1.69,14.84,3.12,2.08,1.56,3.39,2.6,4.3,3.91,0.39,0,0,0.13,8.07,0.26,0,0.52,0.52,9.77,1.17,1.69,0.91,2.73,1.56,2.73,6.38,2.08,3.52,0.65,0.65,0.52,0,0,0.13,5.47,1.56,1.17,1.56,1.43,0.13,1.95,12.11,1.43,12.63,1.43,4.95,6.64,1.56,3.65,0,0.13,0,0,2.08,0,0,0.52,1.17,0.65,30.99,9.24,7.81,4.69,0,0.78,0.39,0.65,0,2.73,4.43,0.26,395,1965808
3316,38.36,90.05,47.52,39.81,13.93,15.5,89.54,57.75,18.46,10.28,2.35,3.29,2.65,0.24,1.75,8.11,6.57,12.52,10.13,8.35,5.76,1.48,18.76,4.37,2.11,2.83,2.35,3.83,4.76,2.71,1.93,0.03,1,0.12,14.84,0.06,0.45,0.09,0.48,13.63,2.65,1.51,0.75,3.2,2.62,4.1,2.5,1.09,1.03,0.33,1,0.42,0.24,0.03,0.18,7.78,4.49,0.75,1.72,0.9,0.3,4.95,12.76,1,12.52,1.36,6.66,4.67,2.8,0.75,0.18,0.21,0.06,0.15,0.75,0,0.18,0.15,0.39,0,21.38,6.85,7.78,0.15,0.03,0.97,0.06,0.36,0.48,4.07,0.6,0.03,1111,1198585
426,27.45,73.69,15.95,65.79,20.29,20.42,84.51,57.98,16.67,7.04,2.11,2.58,1.88,0,0.47,9.62,5.4,12.21,9.15,8.69,11.74,0.7,13.38,4.23,1.64,1.17,0.7,3.76,2.58,2.35,0.23,0,0,0,7.04,0,0,0,0,13.38,2.11,1.41,1.88,4.23,2.35,2.35,3.05,0.94,1.41,0.7,0.23,0,0,0,0.23,5.87,3.05,0.94,0.94,0.94,0.23,0.94,11.27,2.11,10.33,1.88,4.69,4.23,3.05,1.88,0,0.7,0,0,0.7,0,0.23,0.47,0.23,0,19.25,4.93,6.34,0.23,0,0.94,0,0,0,3.52,3.29,0,393,766305
2159,65.97,78.18,44.98,49.01,35.39,17.79,84.48,55.58,13.39,7.41,1.2,1.76,2.36,1.16,0.93,5.97,8.15,14.4,8.2,6.35,9.17,0.65,15.1,4.82,2.45,1.71,1.11,1.99,2.36,1.81,0.56,0.05,0,0.28,8.43,0.05,0.05,0,1.2,10.7,1.81,3.43,1.62,1.67,0.56,2.92,1.53,0.42,0.14,0.97,1.11,0.74,0.51,0,0,8.38,2.32,2.13,2.69,1.62,0.19,2.78,11.44,0.6,17.09,2.64,10.61,4.4,4.03,1.07,0.37,0.74,0,0,0.19,0,0,0.05,0.14,0,13.85,2.87,7.55,0.09,0,0.19,0,0.74,0.09,2.22,0.09,0,674,1004016
262,46.61,85.74,28.31,89.57,15.41,24.43,85.11,56.87,17.56,9.92,3.05,3.44,2.67,0.38,0.38,7.63,6.87,14.5,5.73,10.69,9.16,0.38,11.83,3.44,0.76,3.44,0.76,2.29,5.34,4.58,0.76,0,0,0.38,11.45,0,0.38,0,0.38,15.65,3.05,3.05,0.76,4.58,1.15,3.44,4.58,1.15,2.67,0,1.15,0,0.76,0,0.38,8.78,4.2,3.05,1.15,0.38,0.38,0.38,8.78,0,9.16,1.15,5.73,2.29,2.29,0.38,0,0,0,0,0.76,0,0.38,0.38,0,0,19.85,5.73,6.11,0.38,0,2.29,0,0.38,0,1.91,3.05,0,172,2324212
3295,46.9,55.91,63.08,72.38,21.68,13.26,90.08,55.99,18.3,13.72,9.17,0.49,1.34,1.73,1,4.58,6.83,12.38,7.44,5.46,9.04,1,15.57,3.76,1.73,1.79,1.97,1.79,4.4,3.43,0.94,0.15,0.3,0.15,11.71,1.06,0.42,0.58,2.52,8.5,1.79,1.79,1.18,1.34,1.18,1.85,2.88,1.43,1.06,0.24,2,0.27,0.85,0.03,0.39,6.65,2,1.46,2.22,1.24,0.21,7.74,5.83,0.36,13.11,1.73,6.19,5.34,5.22,2.55,0.67,0.42,0.33,0.15,0.52,0.03,0.09,0.15,0.27,0,19.48,5.61,7.74,0.15,0,0.21,0.06,0.33,2.49,1.85,1.03,0,1128,879676
2616,45.44,84.09,39.11,79.44,24.22,17.32,91.06,56.12,17.13,9.37,2.56,0.57,2.83,1.91,1.49,7.76,6.04,14.07,8.03,7.22,9.29,0.99,18.39,4.63,2.26,2.18,0.88,2.06,3.4,3.13,0.19,0.04,0.04,0.04,13.19,1.22,0.04,2.06,1.22,14.26,4.51,3.29,1.19,2.83,0.88,3.06,3.17,1.68,0.57,0.88,0.84,0.11,0.27,0,0.42,7.15,2.37,2.37,1.8,1.41,0.08,3.59,11.85,1.07,12.31,1.45,5.2,5.7,5.85,1.41,0,0.15,0,0,0.19,0,0.08,0.08,0.08,0,16.36,4.66,6.15,0,0,0.31,0,0.34,0.61,3.44,0.84,0,1008,1725064
1255,37.26,78.03,24.67,44.76,12.81,16.41,87.49,56.57,16.41,7.25,1.2,3.82,1.43,0,0.8,9.16,5.58,13.07,10.12,7.57,8.13,1.91,18.09,3.27,2.63,1.99,3.51,3.03,2.47,1.75,0.72,0.48,0.08,0,9,0.24,0,0.08,0.08,12.43,1.43,2.95,1.91,3.11,1.2,3.43,1.67,0.8,0.32,0.16,3.27,0.24,0.88,0,2.31,7.89,4.06,1.43,1.67,0.4,0.64,3.51,12.99,1.91,12.75,2.15,5.74,4.78,2.63,0.24,0.24,0.32,0,0.16,0.16,0,0,0.08,0.08,0,17.85,7.65,5.74,0.48,0,1.27,0,0.16,0.16,2.23,0.16,0,526,1412688
887,40.08,84.22,35.15,68.34,17.74,14.32,87.71,60.65,17.36,9.13,1.24,3.72,3.04,0.11,1.01,8.23,8.79,11.84,9.36,8.46,9.02,0.9,14.77,3.04,1.58,1.47,0.9,3.83,4.51,3.38,1.13,0,0.11,0,8.34,0,0,0,0.11,10.48,1.92,3.38,1.35,2.71,1.01,2.93,3.04,1.47,1.35,0.23,1.47,0,1.01,0,0.45,7.78,3.72,1.58,1.58,0.79,0.45,2.48,12.74,2.71,14.09,1.92,7.44,4.74,2.25,0.23,0.34,0.34,0,0,0.9,0,0.23,0.34,0.34,0,18.6,6.31,8,0,0.11,0.11,0,0.45,0.23,2.03,1.35,0,410,984382
3265,39.8,82.88,49.46,60.02,14.98,14.98,90.29,58.01,19.91,11.64,4.38,1.75,2.24,1.1,2.17,8.27,6.89,12.83,10.41,5.94,6.62,1.41,21.68,2.73,1.23,3.34,1.81,1.84,3.31,2.54,0.74,0.18,0.28,0.21,13.78,0.43,0.06,1.44,0.46,11.79,3.03,2.17,2.45,1.96,1.47,2.42,3.49,0.95,2.33,0.21,0.7,0.55,0.06,0.09,0,8.12,2.51,1.41,3.4,1.04,0.43,6.06,12.59,2.02,14.64,2.24,7.96,4.69,4.1,0.31,0.03,0.28,0,0,0.7,0.06,0,0.21,0.4,0.03,24.87,7.26,6.74,0.46,0.06,1.65,0.03,0.67,3,3.71,1.1,0.18,1351,2895821
1259,75.35,60.96,34.36,35.48,28.61,18.9,81.81,53.38,13.34,6.04,2.3,1.83,0.71,0.87,0.32,7.31,9.69,13.5,7.39,6.04,6.75,1.03,14.61,5.32,2.38,0.95,1.67,1.51,3.89,2.22,1.67,0.64,0.48,0.16,5.96,0,0,0,0.95,9.93,2.14,1.83,1.51,1.83,0.87,2.3,5.16,3.34,1.75,0.08,0.95,0.32,0.24,0.08,0.24,6.99,2.14,0.87,2.22,1.43,0.79,5.48,7.78,0.71,14.22,2.54,8.02,3.57,1.27,0.71,0.08,0.4,0.32,0,0.87,0.08,0.32,0.08,0.32,0.08,16.28,4.45,5.32,0.4,0,0.16,0.4,1.11,0.48,2.3,1.67,0,518,3773245
2854,71.66,75.84,20.3,56.9,19.96,19.45,77.26,52.49,11.63,4.24,0.39,0.53,1.26,0.88,1.19,7.39,8.51,13.52,9.99,6.9,5.82,0.63,16.99,3.12,1.33,1.58,1.75,2.45,2.84,2.21,0.56,0.07,0.07,0.18,7.67,0.25,0.07,0.42,0.74,7.81,1.37,1.54,0.77,2.17,1.09,1.44,1.16,0.7,0.21,0.21,1.4,0.28,0.53,0.07,0.21,5.96,1.37,1.61,1.65,1.51,0.39,5.01,10.65,1.65,14.47,2.21,7.88,4.87,2.28,0.49,0.07,0.28,0.25,0.56,0.49,0,0,0.11,0.32,0.07,18.29,5.82,7.6,0.21,0,0.42,0,0.98,0.14,2.77,0.35,0,1104,1939539
1350,50.6,79.86,16,77.56,27.55,21.7,83.48,54.89,14.89,8.07,1.26,3.41,0.52,1.48,1.41,6.81,6.67,13.19,7.56,7.63,9.56,0.96,14.3,3.78,1.78,2.52,1.04,2.22,3.7,3.19,0.37,0.07,0,0.15,8.96,0.22,0.07,0.3,1.26,13.7,2.59,5.93,1.19,1.33,1.04,2.3,2.15,0.89,0.44,0.67,0.96,0.3,0.44,0.07,0.15,9.04,4.3,2.52,2,0.81,0.15,3.41,9.85,1.04,11.56,0.96,7.26,3.48,4.74,0.67,0.59,0.44,0,0,0.22,0,0,0.07,0.15,0,14.44,4.37,5.78,0.07,0,0.15,0,1.19,0.59,1.78,0.3,0.22,595,1058569
2098,39.46,62.36,25.07,24.26,27.61,19.64,89.32,61.3,16.54,5.29,1.24,1.53,1.53,0,1,11.25,8.2,13.54,10.87,8.87,8.44,1.72,17.73,3.62,2.29,1.48,1,3.24,3.67,1.76,1.86,0.24,0.48,0.05,8.1,0,0.1,0,0.1,17.45,2.43,3,2.76,3.86,2.43,5,1.43,0.19,0.57,0.43,0.33,0.05,0.19,0.05,0.05,6.77,2.14,0.91,1.72,1.14,1.1,4.19,11.73,1.1,11.06,1.05,6.2,4,2.43,0.19,0.24,0.43,0,0.05,0.43,0.05,0.19,0.05,0.14,0,16.54,4.72,7.2,0,0,0,0,0.29,0.29,3.77,0.29,0,751,1265177
747,27.19,78.13,13.77,53.45,18.67,15.66,82.73,59.04,19.28,7.76,1.47,2.01,3.88,0.13,0.27,11.51,7.1,12.18,12.72,6.16,8.97,1.61,20.35,3.61,1.61,2.28,2.28,1.61,2.01,1.74,0.27,0.13,0,0,8.03,0,0.13,0,0.27,9.77,1.2,1.34,2.28,2.54,0.67,3.08,4.02,2.01,0.54,1.34,2.28,0.13,0.27,0,1.87,4.95,2.14,0.54,1.2,0.8,0.4,2.14,14.99,1.47,11.11,2.54,6.02,2.54,0.94,0.13,0,0,0,0,0.54,0,0,0,0.54,0,24.36,6.16,8.03,0.13,0,0.8,0.13,1.2,0.27,6.29,1.07,0.27,331,1539504
1010,42.31,51.58,79.48,29.07,16.83,13.27,86.44,57.82,18.51,12.67,7.82,1.09,1.49,0.69,1.58,5.84,8.22,11.88,8.02,6.73,9.6,0.89,17.43,2.77,0.89,1.88,1.88,1.49,4.36,2.28,2.08,0.5,1.09,0,8.91,0.59,0.3,0.69,0.89,9.9,2.57,2.67,0.79,1.19,0.69,2.38,2.97,1.49,1.09,0.3,0.4,0.2,0.2,0,0,7.03,2.08,1.29,2.08,1.29,0.59,5.74,10.4,0.59,14.65,2.67,7.62,4.85,1.09,0.2,0.69,0.3,0.1,0.79,0.59,0,0.5,0.59,0,0,20.2,7.13,6.44,0.99,0,0.2,0,0,0.2,3.07,1.78,0.4,440,2025005
460,42.82,83.06,61.97,77.73,27.06,14.57,86.09,55.43,18.7,9.35,1.52,1.09,6.3,0,0.43,9.35,5.65,14.35,6.74,9.57,8.04,0.43,13.48,4.35,3.04,1.74,2.61,3.7,3.26,3.04,0.22,0,0,0.22,8.7,0,0,0,0,13.04,1.96,3.26,1.09,3.26,0.87,4.57,1.96,1.3,0.43,0.22,0.43,0.22,0,0,0.22,5,1.3,0.87,2.17,1.3,0,1.09,13.48,1.09,15.87,4.57,8.48,3.04,0.43,1.52,0.22,1.09,0,0,0,0,0,0,0,0,16.52,5.43,5.65,0,0,0,0,0.22,0,1.74,1.74,1.74,260,1683410
1294,52.89,85.17,28.23,33.78,18.75,23.11,79.6,51.47,15.38,6.96,1.24,3.48,1.31,0,0.93,8.42,6.8,11.44,7.34,5.02,9.66,0.77,12.36,3.63,1.47,1.55,2.09,1.85,1.55,1,0.54,0.23,0,0,9.97,0,0,0,0,9.12,1.47,2.4,1.47,2.24,0.85,2.32,0.93,0.46,0.08,0.39,0.77,0,0.31,0,0.39,7.73,4.25,1.08,1.39,0.77,0.23,1.55,11.28,0.46,13.99,2.55,8.81,2.78,3.25,0.08,0.15,0.31,0,0.08,0.15,0,0,0.15,0,0,16.69,6.11,4.4,0,0,0.23,0,2.86,0,2.94,0.15,0,502,2449740
3478,50.38,69.26,70.71,52.75,18.11,16.19,89.88,56.53,18.09,8.97,3.82,2.19,1.78,0.35,0.83,9.06,7.45,12.91,9.55,5.2,6.7,1.64,18.66,4.2,2.7,2.19,1.75,2.5,3.59,2.5,1.06,0.14,0.29,0.23,10.09,0.43,0.29,0.52,0.46,14.95,4.8,1.47,1.78,3.31,2.33,3.42,2.85,1.24,1.12,0.4,1.35,0.49,0.6,0.06,0.09,7.25,3.13,1.5,1.98,1.44,0.12,4.83,12.02,1.15,14.35,1.58,7.3,5.69,2.67,1.32,0.26,0.32,0.12,0.09,0.66,0.14,0.09,0.2,0.23,0,18.75,5.92,5.35,0,0.06,0.37,0,0.95,2.07,3.62,0.4,0,1072,1135004
1055,39.84,78.99,22.15,73.55,17.3,12.7,85.78,59.15,18.39,10.9,3.13,1.42,3.98,2.18,0.19,7.49,6.73,13.46,9,7.11,9.19,1.04,15.64,2.94,1.52,1.71,1.71,2.18,4.08,3.03,0.47,0.19,0,0,12.32,0.47,0.28,1.23,2.09,13.74,1.33,2.65,2.84,3.6,1.14,5.5,2.94,1.9,0.47,0.57,1.23,0.66,0.38,0,0.09,6.07,2.09,1.42,1.42,0.95,0.28,0.85,14.79,1.42,11.47,2.56,6.26,2.75,0.47,0.85,0.47,0.66,0.09,0,1.04,0,0.28,0.57,0.19,0,17.44,6.64,5.02,0,0,0.28,0,1.23,0,3.51,0.76,0,350,1118006
